,level_0,index,Player,Offensive Profile,Defensive Profile,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,AST/TOV,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA 3P,std_areas_FGA
48,48,152,Jae Crowder,No significant offensive role,Perimeter Lockdown Defender,PF,PHO,67,67,3.2,8.1,5.4,0.35,2.7,0.5,0.52,1.1,1.3,0.79,0.4,4.8,5.3,1.9,2.4,1.4,0.4,0.8,2.6,9.4,11.3,0.54,0.67,0.16,1.8,18.0,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,20.8,5.8999999999999995,9.4,7.9,9.700000000000001,67.1,23.6
49,49,155,Cade Cunningham,Creator/Facilitator,No significant defensive role,SG,DET,64,64,6.7,16.1,5.7,0.31,10.4,0.47,0.47,2.2,2.6,0.84,0.9,4.6,5.5,5.6,1.5,1.2,0.7,3.7,3.1,17.4,13.1,0.5,0.35,0.16,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.01,-1.1,-0.5,-1.6,0.2,13.8,21.4,24.9,11.3,7.199999999999999,35.2,10.0
50,50,156,Seth Curry,Pure Shooter/Stretcher,No significant defensive role,SG,TOT,64,64,5.6,11.5,5.8,0.42,5.7,0.55,0.59,1.3,1.5,0.87,0.3,2.8,3.1,3.6,2.1,0.8,0.2,1.7,2.3,15.0,13.7,0.62,0.51,0.13,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.1,0.3,-0.9,-0.6,0.8,19.4,5.3,10.0,13.3,20.8,50.599999999999994,16.1
51,51,159,Stephen Curry,Creator/Facilitator,Perimeter Lockdown Defender,PG,GSW,64,64,8.4,19.1,11.7,0.38,7.4,0.53,0.55,4.3,4.7,0.92,0.5,4.7,5.2,6.3,2.0,1.3,0.4,3.2,2.0,25.5,21.4,0.6,0.61,0.24,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,0.17,5.4,0.4,5.8,4.4,19.8,12.0,13.4,6.2,7.1,61.300000000000004,20.8
52,52,160,Anthony Davis,Slasher,Perimeter Lockdown Defender,C,LAL,40,40,9.3,17.4,1.8,0.19,15.6,0.57,0.54,4.4,6.1,0.71,2.7,7.2,9.9,3.1,1.5,1.2,2.3,2.1,2.4,23.2,23.9,0.58,0.1,0.35,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2.0,4.5,0.16,2.6,1.2,3.8,2.0,9.6,37.6,19.3,15.0,18.099999999999998,10.0,9.4
53,53,167,DeMar DeRozan,Slasher,No significant defensive role,PF,CHI,76,76,10.2,20.2,1.9,0.35,18.3,0.52,0.52,6.8,7.8,0.88,0.7,4.4,5.2,4.9,2.0,0.9,0.3,2.4,2.3,27.9,23.1,0.59,0.09,0.39,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,0.15,3.4,-0.9,2.5,3.1,13.0,16.400000000000002,15.8,29.7,28.799999999999997,9.299999999999997,8.0
54,54,172,Spencer Dinwiddie,Creator/Facilitator,No significant defensive role,PG,TOT,67,51,4.6,11.0,4.9,0.34,6.0,0.48,0.49,2.9,3.8,0.77,0.7,3.5,4.2,5.2,3.2,0.7,0.2,1.6,2.2,13.7,15.1,0.54,0.45,0.34,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,2.7,1.4,4.1,0.1,0.8,-0.4,0.3,1.1,15.6,17.599999999999998,23.7,8.799999999999999,5.0,44.900000000000006,14.1
55,55,178,Luka Dončić,Creator/Facilitator,Perimeter Lockdown Defender,PG,DAL,65,65,9.9,21.6,8.8,0.35,12.8,0.53,0.53,5.6,7.5,0.74,0.9,8.3,9.1,8.7,1.9,1.2,0.6,4.5,2.2,28.4,25.1,0.57,0.41,0.35,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,3.8,3.8,7.6,0.16,6.4,1.8,8.2,5.9,15.9,12.8,23.9,16.5,6.2,40.599999999999994,11.8
56,56,179,Luguentz Dort,No significant offensive role,No significant defensive role,SG,OKC,51,51,5.7,14.2,7.7,0.33,6.6,0.49,0.49,3.2,3.7,0.84,0.7,3.4,4.2,1.7,1.0,0.9,0.4,1.7,2.9,17.2,12.3,0.54,0.54,0.26,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,0.2,1.1,1.4,0.04,-1.5,-0.7,-2.3,-0.1,16.4,19.7,20.4,2.9000000000000004,3.2,53.800000000000004,18.5
57,57,180,Ayo Dosunmu,No significant offensive role,No significant defensive role,SG,CHI,77,40,3.6,6.9,2.4,0.38,4.5,0.6,0.58,0.7,1.0,0.68,0.4,2.4,2.8,3.3,2.4,0.8,0.4,1.4,2.4,8.8,11.2,0.6,0.35,0.15,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,0.07,-1.9,-0.1,-2.0,0.0,12.3,36.8,11.4,9.700000000000001,7.3,34.8,13.0
58,58,195,Chris Duarte,No significant offensive role,No significant defensive role,SG,IND,55,39,4.9,11.3,4.6,0.37,6.7,0.48,0.51,1.6,2.0,0.8,0.7,3.4,4.1,2.1,1.3,1.0,0.2,1.6,1.7,13.1,12.3,0.54,0.41,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,0.03,-1.2,-1.1,-2.3,-0.1,15.5,20.3,13.5,14.799999999999999,10.299999999999999,41.10000000000001,11.0
59,59,198,Kevin Durant,Creator/Facilitator,No significant defensive role,PF,BRK,55,55,10.5,20.3,5.5,0.38,14.8,0.57,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,1.8,0.9,0.9,3.5,2.1,29.9,25.6,0.63,0.27,0.37,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,6.4,2.0,8.4,0.2,6.4,0.7,7.2,4.8,15.1,10.9,14.299999999999999,31.900000000000002,16.1,26.799999999999997,8.0
60,60,200,Anthony Edwards,No significant offensive role,No significant defensive role,SG,MIN,72,72,7.6,17.3,8.4,0.36,8.9,0.52,0.53,3.1,3.9,0.79,0.9,3.9,4.8,3.8,1.5,1.5,0.6,2.6,2.3,21.3,16.5,0.56,0.48,0.22,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,0.08,1.6,-0.4,1.2,2.0,15.2,28.199999999999996,12.9,5.5,5.1,48.300000000000004,16.4
61,61,206,Joel Embiid,Slasher,Paint Protector/Rim Defender,C,PHI,68,68,9.8,19.6,3.7,0.37,15.9,0.53,0.53,9.6,11.8,0.81,2.1,9.6,11.7,4.2,1.4,1.1,1.5,3.1,2.7,30.6,31.2,0.62,0.19,0.6,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.25,7.2,2.0,9.2,6.5,11.9,25.3,19.400000000000002,24.0,12.4,18.89999999999999,4.5
62,62,219,Dorian Finney-Smith,Pure Shooter/Stretcher,Perimeter Lockdown Defender,PF,DAL,80,80,4.1,8.7,5.4,0.4,3.2,0.6,0.6,0.7,1.0,0.68,1.5,3.2,4.7,1.9,1.9,1.1,0.5,1.0,2.3,11.0,12.5,0.6,0.63,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,0.12,0.1,0.7,0.8,1.9,17.0,23.3,9.8,2.5,1.6,62.8,22.8
63,63,229,Evan Fournier,No significant offensive role,No significant defensive role,SG,NYK,80,80,5.0,12.1,7.7,0.39,4.3,0.46,0.54,1.0,1.4,0.71,0.4,2.2,2.6,2.1,1.6,1.0,0.3,1.3,2.3,14.1,12.3,0.55,0.64,0.12,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,0.08,-0.4,-0.3,-0.7,0.7,19.6,8.1,12.2,7.9,7.7,64.1,22.1
64,64,230,De'Aaron Fox,Creator/Facilitator,No significant defensive role,PG,SAC,59,59,8.7,18.5,4.2,0.3,14.3,0.52,0.51,4.4,5.9,0.75,0.4,3.5,3.9,5.6,2.0,1.2,0.4,2.8,2.9,23.2,17.4,0.55,0.23,0.32,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,1.5,1.0,2.5,0.06,0.6,-1.2,-0.6,0.7,12.4,19.900000000000002,26.700000000000003,18.9,11.700000000000001,22.799999999999997,5.0
65,65,242,Danilo Gallinari,No significant offensive role,No significant defensive role,PF,ATL,66,18,3.9,9.0,4.5,0.38,4.6,0.48,0.53,2.1,2.4,0.9,0.5,4.1,4.7,1.5,2.5,0.4,0.2,0.6,1.4,11.7,14.3,0.58,0.49,0.26,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,0.1,1.0,-1.2,-0.2,0.8,18.4,11.899999999999999,8.9,15.1,14.899999999999999,49.2,14.8
66,66,246,Darius Garland,Creator/Facilitator,No significant defensive role,PG,CLE,68,68,8.0,17.3,6.7,0.38,10.6,0.51,0.54,3.2,3.5,0.89,0.6,2.7,3.3,8.6,2.4,1.3,0.1,3.6,1.7,21.7,19.0,0.58,0.39,0.2,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,3.8,2.5,6.3,0.12,3.4,-0.8,2.6,2.8,15.5,19.5,18.3,13.700000000000001,9.700000000000001,38.8,10.0
67,67,251,Paul George,Versatile Scorer,Perimeter Lockdown Defender,PF,LAC,31,31,8.6,20.5,8.3,0.35,12.2,0.47,0.49,4.1,4.8,0.86,0.4,6.5,6.9,5.7,1.4,2.2,0.4,4.1,2.4,24.3,18.6,0.54,0.4,0.23,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,0.06,1.8,1.9,3.7,1.6,16.6,14.6,12.3,16.0,16.7,40.400000000000006,10.3
68,68,253,Josh Giddey,Creator/Facilitator,Perimeter Lockdown Defender,SF,OKC,54,54,5.2,12.4,3.9,0.26,8.5,0.49,0.46,1.0,1.5,0.71,1.8,6.0,7.8,6.4,2.0,0.9,0.4,3.2,1.6,12.5,13.3,0.48,0.32,0.12,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5,12.7,19.6,33.6,9.700000000000001,5.4,31.69999999999999,11.3
69,69,254,Shai Gilgeous-Alexander,Creator/Facilitator,Perimeter Lockdown Defender,PG,OKC,56,56,8.5,18.8,5.3,0.3,13.5,0.51,0.5,5.9,7.2,0.81,0.7,4.3,5.0,5.9,2.1,1.3,0.8,2.8,2.5,24.5,20.9,0.56,0.28,0.38,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.11,2.9,0.5,3.4,2.7,12.1,22.0,32.0,13.100000000000001,4.7,28.200000000000003,10.0
70,70,257,Rudy Gobert,Paint Threat,Paint Protector/Rim Defender,C,UTA,66,66,5.5,7.7,0.1,0.0,7.6,0.72,0.71,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.6,0.7,2.1,1.8,2.7,15.6,24.7,0.73,0.01,0.86,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,7.3,4.3,11.7,0.26,2.9,1.7,4.6,3.6,2.7,73.8,24.4,0.8,0.2,0.8000000000000114,28.4
71,71,260,Aaron Gordon,Paint Threat,No significant defensive role,PF,DEN,75,75,5.8,11.1,3.5,0.34,7.7,0.6,0.57,2.3,3.1,0.74,1.7,4.2,5.9,2.5,1.4,0.6,0.6,1.8,2.0,15.0,15.3,0.6,0.31,0.28,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.1,0.5,-1.1,-0.6,0.9,11.5,38.1,16.900000000000002,8.4,5.4,31.200000000000003,12.7
72,72,261,Eric Gordon,Pure Shooter/Stretcher,No significant defensive role,SG,HOU,57,46,4.7,9.9,5.3,0.41,4.6,0.55,0.58,1.8,2.4,0.78,0.3,1.7,2.0,2.7,1.4,0.5,0.3,1.9,1.1,13.4,12.1,0.61,0.53,0.24,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,1.5,-0.1,1.4,0.04,-0.1,-2.2,-2.3,-0.1,16.2,23.799999999999997,20.0,2.1,0.7000000000000001,53.4,19.1
73,73,262,Devonte' Graham,No significant offensive role,No significant defensive role,PG,NOP,76,63,3.9,10.7,7.4,0.34,3.3,0.41,0.48,1.6,1.8,0.84,0.5,1.8,2.3,4.2,3.0,0.9,0.2,1.4,1.3,11.9,12.1,0.51,0.69,0.17,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.06,0.2,-1.2,-1.0,0.5,21.2,8.200000000000001,7.000000000000001,5.5,10.2,69.1,24.6
74,74,263,Jerami Grant,Versatile Scorer,No significant defensive role,PF,DET,47,47,6.3,14.9,5.4,0.36,9.5,0.46,0.49,4.6,5.5,0.84,0.6,3.5,4.1,2.4,1.3,0.9,1.0,1.8,2.3,19.2,16.1,0.56,0.36,0.37,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,0.08,1.4,-0.2,1.2,1.2,15.2,20.200000000000003,14.899999999999999,10.6,18.0,36.3,8.8
75,75,266,Draymond Green,No significant offensive role,Perimeter Lockdown Defender,PF,GSW,46,44,2.9,5.6,1.2,0.3,4.4,0.59,0.56,1.3,2.0,0.66,1.0,6.3,7.3,7.0,2.3,1.3,1.1,3.0,3.0,7.5,14.3,0.58,0.21,0.35,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.13,-1.4,4.6,3.2,1.8,9.8,31.5,37.7,5.800000000000001,3.9,21.099999999999994,13.5
76,76,267,Jalen Green,Versatile Scorer,No significant defensive role,SG,HOU,67,67,6.1,14.2,6.8,0.34,7.4,0.5,0.51,2.8,3.5,0.8,0.5,2.9,3.4,2.6,1.3,0.7,0.3,2.0,1.5,17.3,12.5,0.55,0.48,0.25,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,0.5,0.2,0.7,0.02,-0.5,-2.4,-2.9,-0.5,15.7,27.1,12.9,3.1,8.799999999999999,48.1,16.1
77,77,270,Jeff Green,No significant offensive role,No significant defensive role,PF,DEN,75,63,3.7,7.1,2.2,0.32,4.8,0.62,0.57,2.2,2.6,0.83,0.5,2.5,3.1,1.3,1.4,0.4,0.4,0.9,2.0,10.3,12.5,0.63,0.32,0.37,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.1,-1.2,-1.3,-2.5,-0.2,11.3,34.2,23.3,7.8,3.0,31.700000000000003,12.5
78,78,276,Tyrese Haliburton,No significant offensive role,No significant defensive role,SG-PG,TOT,77,77,5.6,11.8,5.1,0.41,6.8,0.52,0.56,2.1,2.5,0.84,0.8,3.2,4.0,8.2,3.2,1.7,0.6,2.6,1.6,15.3,18.2,0.6,0.43,0.21,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,5.2,1.8,7.0,0.12,2.7,-0.1,2.6,3.1,16.7,13.0,18.3,15.8,10.100000000000001,42.8,11.7
79,79,281,Tim Hardaway Jr.,No significant offensive role,No significant defensive role,SG,DAL,42,20,5.0,12.6,7.2,0.34,5.4,0.47,0.49,1.9,2.5,0.76,0.3,3.4,3.7,2.2,2.8,0.9,0.1,0.8,1.8,14.2,12.7,0.52,0.57,0.19,1.2,12.8,7.0,11.4,1.5,0.4,5.6,22.0,0.5,1.5,2.0,0.08,-0.4,0.2,-0.2,0.6,19.6,9.4,9.2,9.8,14.2,57.4,18.8
80,80,282,James Harden,Creator/Facilitator,Perimeter Lockdown Defender,PG,TOT,65,65,6.3,15.3,6.9,0.33,8.4,0.48,0.48,7.2,8.2,0.88,0.8,6.8,7.7,10.3,2.3,1.3,0.6,4.4,2.4,22.0,20.9,0.58,0.45,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.15,3.7,0.3,4.0,3.7,14.6,23.1,23.200000000000003,6.1,2.4,45.199999999999996,15.2
81,81,290,Gary Harris,No significant offensive role,No significant defensive role,SG,ORL,61,30,3.9,9.1,5.0,0.38,4.1,0.49,0.54,1.4,1.6,0.87,0.6,1.4,2.0,1.8,1.8,1.0,0.1,1.0,1.8,11.1,10.9,0.57,0.55,0.17,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,1.1,1.0,2.2,0.06,-2.0,-0.4,-2.4,-0.2,17.2,14.499999999999998,15.2,5.1,10.7,54.5,17.6
82,82,292,Tobias Harris,Versatile Scorer,No significant defensive role,PF,PHI,73,73,6.8,14.0,3.8,0.37,10.2,0.52,0.53,2.3,2.8,0.84,1.1,5.7,6.8,3.5,2.2,0.6,0.6,1.6,2.2,17.2,15.9,0.57,0.27,0.2,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,3.0,2.6,5.6,0.1,0.6,-0.6,0.0,1.3,11.7,25.0,28.199999999999996,15.6,4.3,26.900000000000006,9.0
83,83,294,Josh Hart,No significant offensive role,Perimeter Lockdown Defender,SG,TOT,54,53,5.3,10.5,3.9,0.34,6.6,0.6,0.57,3.0,3.9,0.76,1.1,6.0,7.2,4.1,2.0,1.1,0.2,2.1,2.8,14.9,16.1,0.61,0.37,0.37,3.7,20.7,12.0,18.9,1.7,0.7,14.7,18.6,2.8,1.5,4.4,0.12,0.5,0.5,0.9,1.3,12.4,39.900000000000006,13.4,6.0,3.3000000000000003,37.4,15.6
84,84,301,Killian Hayes,No significant offensive role,Perimeter Lockdown Defender,PG,DET,66,40,2.7,7.0,2.5,0.26,4.4,0.45,0.43,0.9,1.1,0.77,0.5,2.6,3.2,4.2,2.5,1.2,0.5,1.7,2.8,6.9,9.3,0.46,0.36,0.16,2.2,12.0,6.9,24.6,2.3,1.9,18.4,15.7,-1.0,1.5,0.5,0.01,-4.3,0.8,-3.5,-0.6,14.3,16.3,25.3,13.5,8.5,36.4,9.9
85,85,302,Gordon Hayward,Versatile Scorer,No significant defensive role,SF,CHO,49,48,5.8,12.6,4.5,0.39,8.1,0.5,0.53,2.6,3.0,0.85,0.8,3.8,4.6,3.6,2.1,1.0,0.4,1.7,1.7,15.9,15.1,0.57,0.36,0.24,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.9,1.0,2.8,0.09,0.1,-0.8,-0.7,0.5,14.4,21.4,17.299999999999997,15.7,9.9,35.7,8.7
86,86,309,Tyler Herro,Versatile Scorer,No significant defensive role,SG,MIA,66,10,7.6,17.0,6.7,0.4,10.3,0.48,0.52,2.9,3.3,0.87,0.5,4.5,5.0,4.0,1.5,0.7,0.1,2.6,1.4,20.7,16.2,0.56,0.39,0.2,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,1.3,2.4,3.8,0.08,1.6,-0.9,0.7,1.5,16.0,13.700000000000001,19.3,15.6,12.3,39.099999999999994,9.8
87,87,310,Buddy Hield,No significant offensive role,No significant defensive role,SG,TOT,81,32,5.5,13.6,8.8,0.37,4.7,0.48,0.53,1.4,1.6,0.87,0.8,3.5,4.4,2.8,1.5,0.9,0.3,1.9,2.3,15.6,12.9,0.55,0.65,0.12,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.04,0.5,-1.7,-1.2,0.5,19.7,13.200000000000001,8.3,6.9,6.4,65.2,22.7
88,88,324,Jrue Holiday,Creator/Facilitator,Perimeter Lockdown Defender,PG,MIL,67,64,7.1,14.2,4.8,0.41,9.4,0.55,0.57,2.0,2.7,0.76,1.0,3.5,4.5,6.8,2.5,1.6,0.4,2.7,2.0,18.3,19.8,0.59,0.34,0.19,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9,13.6,22.2,24.6,12.4,7.1,33.7,9.4
89,89,325,Justin Holiday,No significant offensive role,No significant defensive role,SF-SG,TOT,74,65,3.5,8.9,6.5,0.37,2.4,0.47,0.53,0.7,0.8,0.81,0.4,2.2,2.6,1.7,1.9,0.8,0.4,0.9,2.1,10.1,9.5,0.54,0.73,0.09,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,0.8,0.6,1.4,0.03,-1.4,-0.8,-2.2,-0.1,20.7,10.4,4.8,4.3999999999999995,7.6,72.80000000000001,26.5
90,90,333,Al Horford,No significant offensive role,Switchable Defender,C,BOS,69,69,3.9,8.2,3.8,0.34,4.4,0.58,0.55,1.2,1.4,0.84,1.6,6.1,7.7,3.4,3.8,0.7,1.3,0.9,1.9,10.2,16.7,0.57,0.47,0.17,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.18,1.4,2.9,4.3,3.2,15.3,17.0,24.3,6.9,5.3,46.50000000000001,14.9
91,91,334,Talen Horton-Tucker,No significant offensive role,No significant defensive role,SG,LAL,60,19,3.7,9.0,3.0,0.27,5.9,0.49,0.46,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1.9,1.0,0.5,1.4,2.5,10.0,11.0,0.5,0.34,0.23,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,0.03,-3.2,-0.2,-3.3,-0.5,12.8,29.7,20.4,10.0,5.8999999999999995,34.0,10.9
92,92,341,Kevin Huerter,Pure Shooter/Stretcher,No significant defensive role,SF,ATL,74,60,4.7,10.3,5.6,0.39,4.7,0.53,0.56,0.6,0.7,0.81,0.4,3.0,3.4,2.7,2.3,0.7,0.4,1.2,2.5,12.1,11.9,0.57,0.54,0.07,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1.0,2.8,0.06,-0.5,-0.7,-1.2,0.4,18.0,10.9,13.600000000000001,13.600000000000001,7.9,54.0,17.1
93,93,347,De'Andre Hunter,No significant offensive role,No significant defensive role,SF,ATL,53,52,4.8,10.8,3.7,0.38,7.2,0.47,0.51,2.4,3.1,0.76,0.5,2.8,3.3,1.3,1.0,0.7,0.4,1.3,2.9,13.4,10.6,0.55,0.34,0.29,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,0.4,0.7,1.1,0.03,-2.4,-1.5,-3.9,-0.8,13.9,21.9,17.9,15.299999999999999,11.0,33.900000000000006,7.8
94,94,354,Joe Ingles,No significant offensive role,No significant defensive role,SF,UTA,45,15,2.6,6.3,5.0,0.35,1.3,0.62,0.54,0.4,0.5,0.77,0.3,2.6,2.9,3.5,3.5,0.5,0.1,1.0,1.8,7.2,10.0,0.55,0.79,0.08,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,1.3,0.9,2.2,0.09,-0.7,0.5,-0.3,0.5,21.3,3.9,14.7,1.4000000000000001,1.0999999999999999,78.9,29.9
95,95,355,Brandon Ingram,Creator/Facilitator,No significant defensive role,SF,NOP,55,55,8.2,17.9,4.1,0.33,13.8,0.5,0.5,4.8,5.9,0.83,0.6,5.2,5.8,5.6,2.1,0.6,0.5,2.7,2.2,22.7,18.7,0.55,0.23,0.33,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.1,2.6,-0.6,2.0,1.9,14.6,14.000000000000002,15.2,24.9,22.900000000000002,23.0,4.5
96,96,356,Kyrie Irving,Creator/Facilitator,No significant defensive role,PG,BRK,29,29,10.0,21.2,8.2,0.42,13.0,0.5,0.55,4.1,4.4,0.92,0.6,3.8,4.4,5.8,2.3,1.4,0.6,2.5,2.8,27.4,21.4,0.59,0.39,0.21,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.15,4.2,-1.2,3.0,1.4,16.5,9.3,18.8,20.3,12.8,38.8,10.2
97,97,360,Jaren Jackson Jr.,Versatile Scorer,Perimeter Lockdown Defender,PF,MEM,78,78,5.5,13.3,5.1,0.32,8.1,0.48,0.48,3.6,4.4,0.82,1.5,4.3,5.8,1.1,0.6,0.9,2.3,1.7,3.5,16.3,17.0,0.54,0.39,0.33,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,1.7,3.7,5.4,0.12,-0.9,0.8,-0.1,1.0,13.1,21.8,33.5,5.5,0.5,38.7,15.0
98,98,367,Reggie Jackson,Versatile Scorer,No significant defensive role,SG,LAC,75,75,6.4,16.3,6.8,0.33,9.5,0.44,0.46,1.8,2.2,0.85,0.5,3.1,3.6,4.8,2.1,0.7,0.2,2.3,2.1,16.8,12.1,0.49,0.42,0.13,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2.0,0.4,0.01,-1.4,-1.6,-3.0,-0.6,16.3,14.499999999999998,19.0,10.6,14.000000000000002,41.9,11.3
99,99,368,LeBron James,Creator/Facilitator,Perimeter Lockdown Defender,C,LAL,56,56,11.4,21.8,8.0,0.36,13.8,0.62,0.59,4.5,6.0,0.76,1.1,7.1,8.2,6.2,1.8,1.3,1.1,3.5,2.2,30.3,26.2,0.62,0.37,0.28,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,5.2,2.3,7.5,0.17,6.9,0.8,7.7,5.1,13.8,32.5,14.099999999999998,7.3,9.4,36.70000000000001,12.2
100,100,378,Cameron Johnson,Pure Shooter/Stretcher,Perimeter Lockdown Defender,PF,PHO,66,16,4.2,9.2,5.9,0.42,3.3,0.52,0.6,1.5,1.7,0.86,0.6,3.5,4.1,1.5,2.1,0.9,0.2,0.7,1.7,12.5,15.2,0.62,0.64,0.19,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,0.16,2.0,0.7,2.7,2.1,18.6,12.7,14.7,4.1000000000000005,4.1000000000000005,64.4,22.6
101,101,383,Keldon Johnson,Versatile Scorer,No significant defensive role,SF,SAS,75,74,6.3,13.5,5.3,0.4,8.2,0.51,0.55,2.4,3.1,0.76,1.1,5.0,6.1,2.1,1.8,0.8,0.2,1.2,2.0,17.0,15.2,0.57,0.4,0.23,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,2.9,2.0,4.9,0.1,0.7,-1.2,-0.5,0.9,13.4,21.8,29.5,6.4,2.9000000000000004,39.400000000000006,13.8
102,102,391,Nikola Jokić,Creator/Facilitator,Perimeter Lockdown Defender,C,DEN,74,74,10.3,17.7,3.9,0.34,13.8,0.65,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,2.1,1.5,0.9,3.8,2.6,27.1,32.8,0.66,0.22,0.36,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.3,9.2,4.5,13.7,9.8,10.2,26.8,38.4,8.200000000000001,4.6,22.0,12.4
103,103,397,Herbert Jones,No significant offensive role,Perimeter Lockdown Defender,PF,NOP,78,69,3.5,7.4,2.2,0.34,5.2,0.53,0.52,1.8,2.1,0.84,1.3,2.5,3.8,2.1,1.6,1.7,0.8,1.3,3.1,9.5,12.3,0.57,0.29,0.28,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.1,-2.0,1.5,-0.5,0.9,10.7,41.3,20.5,1.6,7.3,29.299999999999997,14.4
104,104,406,Cory Joseph,No significant offensive role,No significant defensive role,PG,DET,65,39,2.7,6.2,2.4,0.41,3.7,0.46,0.53,1.5,1.7,0.88,0.4,2.2,2.7,3.6,2.8,0.6,0.3,1.3,2.3,8.0,11.4,0.58,0.39,0.28,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,1.7,0.8,2.5,0.08,-2.0,-0.1,-2.1,0.0,14.7,22.0,21.0,6.5,11.3,39.2,11.2
